Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
704,vaspwfc,QijingZheng,https://github.com/QijingZheng/vaspwfc,"create wavefunction file from selected spin, kpoint and band index in VASP wavecar",20,8,9,0,NO,NO,NO,NO,8
705,Grid2Grid,LHEEA,https://github.com/LHEEA/Grid2Grid,HOS Wrapper for C++/fortran CFD solvers,18871,8,7,1,NO,YES,YES,NO,8
706,Architect,albz,https://github.com/albz/Architect,a hybrid 2D code for plasma wakefield acceleration,501,8,5,0,NO,YES,YES,NO,8
707,gs3,alegarra,https://github.com/alegarra/gs3,"GS3, software for genomic prediction and whole genome Bayesian analysis",1173,8,3,1,NO,YES,YES,NO,8
708,octave-3.8.2-enable-64-ubuntu-14.04,calaba,https://github.com/calaba/octave-3.8.2-enable-64-ubuntu-14.04,Octave 3.8.2 compiled with --enable-64 (experimental switch) on 64-bit Ubuntu Linux Desktop 14.04 (and higher),90472,8,3,0,NO,NO,YES,NO,8
709,PyLocEQ,amir-allam,https://github.com/amir-allam/PyLocEQ,Earthquake location in python based on eikonal travel times in 3D velocity models,9557,8,5,0,NO,YES,YES,NO,8
710,PyFVS,tharen,https://github.com/tharen/PyFVS,A Python package and extension for the Forest Vegetation Simulator,73364,8,1,9,NO,NO,YES,NO,8
711,ddPCM,filippolipparini,https://github.com/filippolipparini/ddPCM,A fast domain decomposition based implementation of the COSMO solvation model,9730,8,11,0,NO,NO,NO,NO,8
712,Unit,andreypudov,https://github.com/andreypudov/Unit,A unit testing library for Fortran,90,8,1,0,NO,NO,YES,NO,8
713,MORTIF,szaghi,https://github.com/szaghi/MORTIF,MORTon Indexer (Z-order) Fortran environment,1101,8,1,2,NO,YES,NO,NO,8
714,diffusion-map,wesbarnett,https://github.com/wesbarnett/diffusion-map,Comparison of principal components analysis with diffusion maps on toy data sets and a molecular simulation trajectory,50495,8,2,0,NO,NO,YES,NO,8
715,OSM2018,sischei,https://github.com/sischei/OSM2018,,88259,8,32,0,NO,NO,YES,NO,8
716,Reflection-Removal,bhaktipriya,https://github.com/bhaktipriya/Reflection-Removal,Reflection Removal using Ghosting Cueues and Patch Priors. Modelled as modeled as a half Quadratic Optimization Problem.,25202,8,3,0,NO,NO,NO,NO,8
717,nanofort,jshahbazi,https://github.com/jshahbazi/nanofort,Fortran bindings for the nanomsg sockets library,17,8,1,0,NO,NO,NO,NO,8
718,Fortran_Davidson,NLESC-JCER,https://github.com/NLESC-JCER/Fortran_Davidson,Davidson eigensolver implemented in Fortran,15154,8,2,3,NO,YES,YES,NO,8
719,channel-f90,davecats,https://github.com/davecats/channel-f90,Direct Numerical Simulation of an incompressible turbulent channel flow (F90),35,8,5,0,NO,YES,NO,NO,8
720,pydirect,npinto,https://github.com/npinto/pydirect,Python wrapper to the DIRECT global optimization algorithm (forked from http://code.google.com/p/pydirect/source/browse),152,8,5,1,NO,NO,NO,NO,8
721,decwar,drforbin,https://github.com/drforbin/decwar,Historic decwar fortran IV code which has been modified to run on simh (standard tops10 system),584,8,1,1,NO,YES,NO,NO,8
722,libsparse,jvdp1,https://github.com/jvdp1/libsparse,,374,8,0,0,NO,YES,YES,NO,8
723,SummerSchool2014,fomics,https://github.com/fomics/SummerSchool2014,CSCS-USI Summer School in Parallel Programming 2014,53249,8,11,0,NO,YES,YES,NO,8
724,FEHM,lanl,https://github.com/lanl/FEHM,Finite Element Heat and Mass Transfer Code,89905,8,7,17,YES,YES,YES,NO,8
725,global-workflow,NOAA-EMC,https://github.com/NOAA-EMC/global-workflow,Global Superstructure/Workflow currently supporting the Finite-Volume on a Cubed-Sphere Global Forecast System (FV3GFS),70310,8,11,9,NO,YES,YES,YES,8
726,SeisElastic2D,crewesleo,https://github.com/crewesleo/SeisElastic2D,"An open-source package for multiparameter FWI in isotropic-, anisotropic- and visco-elastic media",40646,8,5,0,NO,NO,YES,NO,8
727,FASMA-synthesis,MariaTsantaki,https://github.com/MariaTsantaki/FASMA-synthesis,Python code for stellar spectral analysis,51782,8,1,3,NO,YES,YES,NO,7
728,mheap,trifling,https://github.com/trifling/mheap,Modern Fortran implementation of the heap data structure,9,8,1,1,NO,NO,NO,NO,8
729,fortran-collections,bast,https://github.com/bast/fortran-collections,Got tired of Fortran not having high level containers.,7,8,1,0,NO,NO,NO,NO,8
730,DNN,Quiota,https://github.com/Quiota/DNN,Contains Deep Learning Code implemented on generic CPUs & Intel Xeon Phi Coprocessors,8443,8,8,0,NO,NO,NO,NO,8
731,f90getopt,haniibrahim,https://github.com/haniibrahim/f90getopt,getopt functionality (C-like command-line argument parsing) for Fortran 90,28,8,2,0,NO,NO,YES,NO,8
732,hercules,friedenhe,https://github.com/friedenhe/hercules,HERCULES: An open source direct numerical simulation solver,1434,8,1,0,NO,NO,NO,NO,9
733,feasolver,luogyong,https://github.com/luogyong/feasolver,a finite element in geotechnical applications,2253,8,3,0,NO,NO,YES,NO,8
734,ConductionFEM,anak-fhv,https://github.com/anak-fhv/ConductionFEM,FEM code for conduction heat transfer using ICEM-CFD .msh files,2128,8,2,0,NO,YES,YES,NO,8
735,FLINT,princemahajan,https://github.com/princemahajan/FLINT,Fortran Library for numerical INTegration of differential equations,895,8,0,0,NO,NO,YES,NO,8
736,snap,metno,https://github.com/metno/snap,Severe Nuclear Accident Programme,16810,8,2,0,NO,YES,YES,NO,8
737,FORbID,giacombum,https://github.com/giacombum/FORbID,Simple OOP Fortran Definite Integrals Solver,61,8,3,7,NO,YES,YES,NO,8
738,matlab,jacobwilliams,https://github.com/jacobwilliams/matlab,,272,8,1,0,NO,NO,NO,NO,8
739,sfincs,landreman,https://github.com/landreman/sfincs,SFINCS: the Stellarator Fokker-Planck Iterative Neoclassical Conservative Solver,78572,8,7,2,NO,YES,YES,NO,8
740,Grid-generation,hangsz,https://github.com/hangsz/Grid-generation,,6964,8,9,0,NO,NO,NO,NO,8
741,GGI_TLM,ggiemr,https://github.com/ggiemr/GGI_TLM,Time Domain electromagnetic modelling based on the TLM technique,83329,8,2,0,NO,NO,YES,NO,8
742,deSolve,cran,https://github.com/cran/deSolve,":exclamation: This is a read-only mirror of the CRAN R package repository.  deSolve — Solvers for Initial Value Problems of Differential Equations ('ODE', 'DAE', 'DDE'). Homepage: http://desolve.r-forge.r-project.org/  ",13797,8,2,0,NO,NO,YES,NO,8
743,cs498,rauhul,https://github.com/rauhul/cs498,Applied Machine Learning UIUC SP 2017,39730,8,3,0,NO,NO,YES,NO,8
744,HASTY,szaghi,https://github.com/szaghi/HASTY,HASh Table fortran container exploting coarraY,6562,8,0,5,NO,NO,YES,NO,8
745,fold2Bloch-VASP,rubel75,https://github.com/rubel75/fold2Bloch-VASP,Unfolding the band structure of a supercell obtained with VASP,451,8,7,0,NO,NO,YES,NO,8
746,ParaviewPlugins,jrper,https://github.com/jrper/ParaviewPlugins,My ParaView plug source code.,1247,8,3,0,NO,NO,YES,NO,8
747,GFC,DmitryLyakh,https://github.com/DmitryLyakh/GFC,,273,8,0,0,NO,NO,YES,NO,8
748,AWOT,nguy,https://github.com/nguy/AWOT,Airborne Weather Observations Toolkit - A python-based package,9808,8,6,5,NO,YES,YES,NO,8
749,torontonian-sampling,XanaduAI,https://github.com/XanaduAI/torontonian-sampling," This repository contains the source code used to produce the results presented in the paper ""Classical benchmarking of Gaussian Boson Sampling on the Titan supercomputer"".",27,8,3,0,NO,NO,NO,NO,8
750,MAOOAM,Climdyn,https://github.com/Climdyn/MAOOAM,"Lua, Fortran and Python implementations of MAOOAM: the Modular Arbitrary-Order Ocean-Atmosphere Model",10415,8,9,1,NO,YES,YES,NO,8
751,Le_OOPFortran,iurisegtovich,https://github.com/iurisegtovich/Le_OOPFortran,Learning Object Oriented Programming in Fortran,158,8,1,2,NO,NO,NO,NO,8
752,EStokTP,PACChem,https://github.com/PACChem/EStokTP,,4489,8,5,0,NO,YES,YES,NO,8
753,quantum_scf,xiangyunbin,https://github.com/xiangyunbin/quantum_scf,,194,8,10,0,NO,NO,NO,NO,8
754,relax,geodynamics,https://github.com/geodynamics/relax,Relax implements a semi-analytic Fourier-domain solver and equivalent body forces to compute quasi-static relaxation of stress perturbation.,88379,8,7,0,NO,NO,YES,NO,8
755,fregex,andreww,https://github.com/andreww/fregex,Regular expressions in Fortran,104,8,4,0,NO,NO,YES,NO,8
756,freeon,FreeON,https://github.com/FreeON/freeon,Linear Scaling Electronic Structure,113482,8,4,2,NO,YES,YES,NO,8
757,FSM2,RichardEssery,https://github.com/RichardEssery/FSM2,Flexible Snow Model - a multi-physics energy balance model of accumulation and melt of snow on the ground and in forest canopies,1541,8,4,3,NO,YES,YES,NO,8
758,HORSES2D,juanmanzanero,https://github.com/juanmanzanero/HORSES2D,Two dimensional high-order spectral element method fluid dynamics solver,1250,8,3,0,NO,NO,YES,NO,8
759,HOMMEXX,E3SM-Project,https://github.com/E3SM-Project/HOMMEXX,Clone of ACME for CMDV-SE project to convert HOMME to C++,49767,8,0,57,YES,YES,YES,YES,8
760,euler2D-kfvs-Fortran2003,truongd8593,https://github.com/truongd8593/euler2D-kfvs-Fortran2003,"2D solver for Euler equations using kinetic flux vector splitting scheme, written in OOP F2003",1377,8,7,0,NO,NO,YES,NO,8
761,fortran-generics,certik,https://github.com/certik/fortran-generics,Use cases for Fortran generics,20,8,1,0,NO,YES,NO,NO,8
762,DMFTtools,aamaricci,https://github.com/aamaricci/DMFTtools,A collection of fortran modules and routines based on SciFortran used in my DMFT or CondMat numerical codes.,462,8,5,0,NO,NO,YES,NO,8
763,ABAQUS_Subroutines,ALandauer,https://github.com/ALandauer/ABAQUS_Subroutines,Viscoplastic UMAT and rotational body force UEL,1796,8,10,0,NO,NO,NO,NO,8
764,whamp,irfu,https://github.com/irfu/whamp,WHAMP - Waves in Homogeneous Anisotropic Magnetized Plasma.,5908,8,5,0,NO,NO,YES,NO,8
765,PararealF90,Parallel-in-Time,https://github.com/Parallel-in-Time/PararealF90,Lightweight Fortran 90 Parareal for 3D Burgers' equation,2234,8,2,1,NO,YES,YES,NO,10
766,Monte-Carlo-Radiation-Phd,lewisfish,https://github.com/lewisfish/Monte-Carlo-Radiation-Phd,Monte Carlo Radiation Transport code for biological tissues.,1690,8,1,0,NO,NO,YES,NO,8
767,Improved_Phase-Field_LBM_2D,AbbasHub,https://github.com/AbbasHub/Improved_Phase-Field_LBM_2D,Improved conservative phase-field LBM code for multiphase flows in a 2D periodic domain,20,8,6,0,NO,NO,NO,NO,8
768,SMFAPAC,mickcollins,https://github.com/mickcollins/SMFAPAC,systematic molecular fragmentation by annihilation,9028,8,1,1,NO,NO,YES,NO,8
769,MAIZSIM,ARS-CSGCL-DT,https://github.com/ARS-CSGCL-DT/MAIZSIM,Source code for maize or corn (Zea Mays) simulation model,103239,8,10,1,NO,YES,YES,NO,8
770,GMCORE,LASG-GAMIL,https://github.com/LASG-GAMIL/GMCORE,Grid-point Multiple-Conservation dynamical cORE,349,8,3,0,NO,NO,YES,NO,8
771,wrf,cloudruninc,https://github.com/cloudruninc/wrf,Weather Research and Forecasting (WRF) model,53042,8,0,0,NO,YES,NO,NO,8
772,pyfwrd,NoisyLeon,https://github.com/NoisyLeon/pyfwrd,"A forward modelling code for surface wave, receiver functions and shear wave splitting, given tilted hexagonal symmetric media",26181,8,9,1,NO,NO,YES,NO,8
773,fortranLAB,iurisegtovich,https://github.com/iurisegtovich/fortranLAB,"A collection of links, samples, examples and tests for setup and usage of fortran (or maybe c) with libraries providing number crunching capabilities like those of MATLAB",10827,8,0,0,NO,NO,YES,NO,8
774,MultiNest,rjw57,https://github.com/rjw57/MultiNest,MultiNest is a Bayesian inference tool which calculates the evidence and explores the parameter space which may contain multiple posterior modes and pronounced (curving) degeneracies in moderately high dimensions.,179,8,13,2,NO,YES,YES,NO,8
775,gabriel,jdonners,https://github.com/jdonners/gabriel,Fortran library to simplify the use of MPI for halo exchanges and transformations,310,8,0,5,NO,YES,YES,NO,8
776,lagrange_interpolator,jlokimlin,https://github.com/jlokimlin/lagrange_interpolator,An OOP library for 1 and 2-dimensional Lagrange interpolation,5,8,1,0,NO,NO,NO,NO,8
777,fortran-tutorial,cmacmackin,https://github.com/cmacmackin/fortran-tutorial,An introduction for programmers who have no experience with Fortran,320,8,6,0,NO,NO,NO,NO,8
778,specfem1d,geodynamics,https://github.com/geodynamics/specfem1d,SPECFEM1D simulates seismic wave propagation in a one-dimensional heterogeneous medium. It is a small code that allows users to learn how a spectral-element program is written.,117,8,16,0,NO,YES,YES,NO,8
779,lineclipping-python-fortran,scivision,https://github.com/scivision/lineclipping-python-fortran,"Line clipping in clean, simple, modern Fortran and Python",43,8,1,0,NO,YES,YES,NO,8
780,wrf-downscaling,ebimodeling,https://github.com/ebimodeling/wrf-downscaling,,133868,8,9,5,NO,NO,YES,NO,8
781,yajl-fort,nncarlson,https://github.com/nncarlson/yajl-fort,YAJL-Fort:  A modern Fortran interface to the YAJL library,294,8,2,1,NO,NO,YES,NO,8
782,moog,andycasey,https://github.com/andycasey/moog,A package installer for the MOOG code,1894,8,10,5,NO,YES,YES,NO,8
783,SimpleMAC,jonkomperda,https://github.com/jonkomperda/SimpleMAC,"SimpleMAC is a marker and call method CFD (computational fluid dynamics) solver. It was originally developed for a graduate supercomputing course, and is now being released and updated for further use.",9156,8,0,1,NO,NO,YES,NO,8
784,Non-Reflecting-Boundary-Conditions-NRBC,hlalit,https://github.com/hlalit/Non-Reflecting-Boundary-Conditions-NRBC,"Implemented the non-reflecting boundary conditions of Poinsot and Lele, JCP 1992 with Fortran. Input files have been provided Validation has been done using a subsonic compressible channel flow test case second order spatial differencing has been used and 4th order Runge Kutta scheme for time advancement Compressible finite difference solver implemented",11,8,2,1,NO,NO,NO,NO,8
785,UQTk,sandialabs,https://github.com/sandialabs/UQTk,Sandia Uncertainty Quantification Toolkit,7743,8,3,0,NO,NO,NO,NO,8
786,cfd,sAlexander,https://github.com/sAlexander/cfd,2d CFD solves the incompressible Euler equations. Code written in Fortran,168,7,2,0,NO,NO,YES,NO,7
787,Fortran-Utilities,apmccartney,https://github.com/apmccartney/Fortran-Utilities,a small collection of utilities written in fortran 2008 in an object-oriented style.,124,7,0,0,NO,NO,NO,NO,7
788,mplabs,carlosrosales,https://github.com/carlosrosales/mplabs,Multiphase Lattice Boltzmann Suite,3640,7,8,0,NO,NO,NO,NO,7
789,nodalDG,lightd22,https://github.com/lightd22/nodalDG,Nodal discontinuous Galerkin methods,188,7,7,0,NO,NO,YES,NO,7
790,py_interp,markelg,https://github.com/markelg/py_interp,"Command line tool for interpolating WRF output files to pressure levels, as well as computing a series of diagnostics such as low, medium and high cloud cover.",200,7,2,0,NO,NO,NO,NO,7
791,slicot,KTH-AC,https://github.com/KTH-AC/slicot,SLICOT: Subroutine Library in Systems and Control Theory,2911,7,3,1,NO,YES,NO,NO,7
792,PsrPopPy,samb8s,https://github.com/samb8s/PsrPopPy,"Python implementation of PSRPOP, designed to be run from the command line or from Python scripts/interpreter",4632,7,18,0,NO,YES,YES,NO,7
793,Perplex,davehirsch,https://github.com/davehirsch/Perplex,"A cross-platform thermodynamics program for geologists, written in Fortran and C",6760,7,2,0,NO,NO,YES,NO,7
794,DSHARK,pastfalk,https://github.com/pastfalk/DSHARK,,70,7,3,0,NO,NO,NO,NO,7
795,f08sdl2,interkosmos,https://github.com/interkosmos/f08sdl2,Interfaces to SDL 2.0 for Fortran 2008,2106,7,0,0,NO,NO,YES,NO,7
796,GIEM2G,DarthLaran,https://github.com/DarthLaran/GIEM2G,Gnu Integral Equation Modeling in ElectroMagnetic  Geophysics ,5493,7,2,0,NO,NO,YES,NO,7
797,mineos,geodynamics,https://github.com/geodynamics/mineos,Mineos computes synthetic seismograms in a spherically symmetric non-rotating Earth by summing normal modes.,77757,7,16,6,NO,YES,YES,NO,7
798,benchio,EPCCed,https://github.com/EPCCed/benchio,EPCC I/O benchmarking applications,60,7,1,4,NO,NO,NO,NO,7
799,librmn,armnlib,https://github.com/armnlib/librmn,Collection of routines for numerical weather prediction,2217,7,2,0,NO,YES,YES,NO,7
800,fortran-string,dongli,https://github.com/dongli/fortran-string,A readable Fortran string module,19,7,1,0,NO,NO,NO,NO,7
801,libSUFR,MarcvdSluys,https://github.com/MarcvdSluys/libSUFR,ibSUFR is a library containing Some Useful Fortran Routines,718,7,4,0,NO,NO,YES,NO,7
802,MPI_Practicals_Solutions,themisa,https://github.com/themisa/MPI_Practicals_Solutions,Solutions for the MPI Practicals for Summer School 2014,72,7,1,0,NO,NO,NO,NO,7
803,py2f,rjfarmer,https://github.com/rjfarmer/py2f,embed pyton in fortran code,42,7,1,0,NO,NO,YES,NO,7
804,postlammps,atoms-ufrj,https://github.com/atoms-ufrj/postlammps,A tool for performing post-processing of lammps log files,334,7,3,0,NO,YES,YES,NO,7
805,morton_fortran,jannisteunissen,https://github.com/jannisteunissen/morton_fortran,Convert between regular and Morton indices in 2D and 3D,20,7,0,0,NO,NO,NO,NO,7
806,gfortran.dg,nncarlson,https://github.com/nncarlson/gfortran.dg,The GFortran testsuite rigged for testing other Fortran compilers,2770,7,2,13,YES,YES,NO,NO,7
807,fortran-container,dongli,https://github.com/dongli/fortran-container,This repository contains some container data structure types for Fortran.,55,7,5,0,NO,YES,YES,NO,7
808,MC3deconv,akuhara,https://github.com/akuhara/MC3deconv,Bayeisan inversion to recover Green's functions of receiver-side structures from teleseismic waveforms,4023,7,2,0,NO,NO,YES,NO,7
809,Coding-Examples,srinathv,https://github.com/srinathv/Coding-Examples,Organize test codes for all languages,10680,7,2,0,NO,NO,YES,NO,7
270,spherepack,jlokimlin,https://github.com/jlokimlin/spherepack,Open source software to perform spherical harmonic transforms and compute spherical differential operators.,5259,18,5,6,NO,NO,YES,NO,18
271,asgs,jasonfleming,https://github.com/jasonfleming/asgs,"The ADCIRC Surge Guidance System (ASGS) provides software infrastructure for automating ADCIRC for real time or operational deployments, as well as a variety of tools for pre- and post-processing ADCIRC data.",132711,18,14,81,YES,YES,YES,YES,19
272,config_fortran,jannisteunissen,https://github.com/jannisteunissen/config_fortran,Configuration file parser for Fortran,87,18,3,1,NO,YES,YES,NO,18
273,VASP_TDM,QijingZheng,https://github.com/QijingZheng/VASP_TDM,Transition Dipole Moments from VASP WAVECAR,12,18,13,6,NO,NO,NO,NO,18
274,CommonModules,hornekyle,https://github.com/hornekyle/CommonModules,A collection of Fortran modules for scientific programs,2568,18,0,0,NO,NO,YES,NO,18
275,euler2d_cudaFortran,pkestene,https://github.com/pkestene/euler2d_cudaFortran,2nd order Godunov solver for 2d Euler equations written in CUDA Fortran - Deprecated - see instead https://github.com/pkestene/euler2d_kokkos,38,18,6,0,NO,NO,NO,NO,18
276,XH5For,victorsndvg,https://github.com/victorsndvg/XH5For,XDMF parallel partitioned mesh I/O on top of HDF5,7533,18,2,1,NO,YES,YES,NO,18
277,f2py-examples,scivision,https://github.com/scivision/f2py-examples,Examples of using f2py to get high-speed Fortran integrated with Python easily,55,18,5,1,NO,NO,YES,NO,18
278,hopr,flexi-framework,https://github.com/flexi-framework/hopr,HOPR is an open-source tool for the generation of three-dimensional unstructured high-order meshes.,11300,18,10,3,NO,YES,YES,NO,18
279,NICOLE,hsocasnavarro,https://github.com/hsocasnavarro/NICOLE,NLTE Stokes Synthesis/Inversion Code,29827,18,5,0,NO,YES,YES,NO,18
280,general-purpose-fortran,urbanjost,https://github.com/urbanjost/general-purpose-fortran,General Purpose Fortran Cooperative,2015030,18,5,0,NO,NO,YES,NO,18
281,dftatom,certik,https://github.com/certik/dftatom,"Routines for Radial Integration of Dirac, Schrödinger, and Poisson Equations",355,18,10,9,NO,YES,YES,NO,18
282,NormalModes,js1019,https://github.com/js1019/NormalModes,Normal Modes at Planetary Scales,133318,18,5,1,NO,YES,YES,NO,18
283,PyBDSF,lofar-astron,https://github.com/lofar-astron/PyBDSF,Python Blob Detector and Source Finder,8365,18,12,24,YES,YES,YES,YES,19
284,thermochimica,ORNL-CEES,https://github.com/ORNL-CEES/thermochimica,"THERMOCHIMICA is a computational library for chemical thermodynamics. It determines a unique combination of phases and their compositions for a prescribed chemical composition, temperature and pressure. The solver and the underlying thermodynamic models can be used to estimate the chemical state and various constitutive and transport properties necessary for various materials and process models.",7537,18,7,0,NO,YES,YES,NO,18
285,msise00,space-physics,https://github.com/space-physics/msise00,NRL MSISE-00 atmospheric model-- in Python and Matlab!,4525,18,10,4,NO,YES,YES,NO,18
286,FMM3D,flatironinstitute,https://github.com/flatironinstitute/FMM3D,"Flatiron Institute Fast Multipole Libraries --- This codebase is a set of libraries to compute N-body interactions governed by the Laplace and Helmholtz equations, to a specified precision, in three dimensions, on a multi-core shared-memory machine. ",16522,18,2,0,NO,YES,YES,NO,17
287,auto-07p,auto-07p,https://github.com/auto-07p/auto-07p,AUTO is a publicly available software for continuation and bifurcation problems in ordinary differential equations originally written in 1980 and widely used in the dynamical systems community.,6626,18,9,2,NO,NO,YES,NO,19
288,ESP-rSource,ESP-rCommunity,https://github.com/ESP-rCommunity/ESP-rSource,ESP-r source code ,81602,18,13,7,NO,YES,YES,NO,18
289,mathext,gonum,https://github.com/gonum/mathext,mathext implements basic elementary functions not included in the Go standard library [DEPRECATED],210,17,4,0,NO,YES,YES,NO,17
290,Nemoh,LHEEA,https://github.com/LHEEA/Nemoh,,35178,17,10,5,NO,NO,YES,NO,17
291,NBODY6,mtrenti,https://github.com/mtrenti/NBODY6,Sverre Aarseth's Direct N-body code project,1781,17,10,2,NO,NO,YES,NO,17
292,jagurs,jagurs-admin,https://github.com/jagurs-admin/jagurs,JAGURS is a tsunami simulation code solving linear/nonlinear long-wave/Boussinesq equations with/without effects of elastic deformation of the Earth due to tsunami load and vertical profile of seawater density stratification. This code was paralleled by using OpenMP and MPI. ,87342,17,9,2,NO,YES,YES,NO,17
293,wrf,yyr,https://github.com/yyr/wrf,Release History of Weather Research and Forecast model (unofficial repo),66353,17,8,1,NO,NO,NO,NO,17
294,fortran_function_parser,jacobwilliams,https://github.com/jacobwilliams/fortran_function_parser,Modern Fortran Function Parser,23,17,1,1,NO,NO,NO,NO,17
295,IRI2016,space-physics,https://github.com/space-physics/IRI2016,International Reference Ionosphere 2016 from Python and Matlab,5646,17,7,0,NO,YES,YES,NO,17
296,Taxila-LBM,ecoon,https://github.com/ecoon/Taxila-LBM,Lattice Boltzmann code from LANL,3898,17,10,2,NO,NO,YES,NO,17
297,Karaoke-Game-Android-App,ericcj24,https://github.com/ericcj24/Karaoke-Game-Android-App,This is a Android app using ndk and sdk packages,19440,17,2,3,NO,NO,NO,NO,17
298,BPEM,DwyaneChou,https://github.com/DwyaneChou/BPEM,A Barotropic Primitive Equation Model,141949,17,5,0,NO,NO,YES,NO,17
299,fhash,jl2922,https://github.com/jl2922/fhash,Fast hash map implementation in fortran,23,17,4,0,NO,YES,YES,NO,18
300,flibcpp,swig-fortran,https://github.com/swig-fortran/flibcpp,Fortran bindings to the C++ Standard Library.,290,17,0,0,NO,YES,YES,NO,17
301,iap-cgfd-adv-cases,dongli,https://github.com/dongli/iap-cgfd-adv-cases,This is a repository for storing some advection case for teaching CGFD.,41,17,7,0,NO,NO,YES,NO,17
302,WOFOST,ajwdewit,https://github.com/ajwdewit/WOFOST,FORTRAN version of the WOrld FOod STudies (WOFOST) crop simulation model.,4795,17,20,0,NO,NO,YES,NO,17
303,wrf-model-cuda-sample,lydia-schiff,https://github.com/lydia-schiff/wrf-model-cuda-sample,"Numerical weather prediction code from the WRF model, translated from Fortran to CUDA-C. Too fast.",176,17,7,3,NO,NO,NO,NO,17
304,defmod-swpc,Chunfang,https://github.com/Chunfang/defmod-swpc,A code for fault rupture (defmod) and wave propagation (swpc).,31853,17,6,2,NO,NO,YES,NO,17
305,gFTL,Goddard-Fortran-Ecosystem,https://github.com/Goddard-Fortran-Ecosystem/gFTL,,270,17,2,6,NO,YES,YES,NO,17
306,LinkedList,degawa,https://github.com/degawa/LinkedList,Doubly Linked List for Fortran 2003.,152,17,0,1,NO,NO,NO,NO,17
307,py-design,PredictiveScienceLab,https://github.com/PredictiveScienceLab/py-design,Design of random experiments in Python,146,17,6,4,NO,NO,NO,NO,17
308,FoXy,Fortran-FOSS-Programmers,https://github.com/Fortran-FOSS-Programmers/FoXy,Fortran XML parser for poor people,5923,17,4,3,NO,YES,YES,NO,17
309,afnl,ramos,https://github.com/ramos/afnl,A FORTRAN numerical library.,14176,17,6,0,NO,NO,YES,NO,17
310,zork-fortran,videogamepreservation,https://github.com/videogamepreservation/zork-fortran,Original Fortran source code for Zork,216,17,18,0,NO,NO,NO,NO,17
311,lookup_table_fortran,jannisteunissen,https://github.com/jannisteunissen/lookup_table_fortran,Linear lookup table implemented in modern Fortran,35,17,4,0,NO,NO,YES,NO,17
312,FURY,szaghi,https://github.com/szaghi/FURY,Fortran Units (environment) for Reliable phYsical math,16711,17,2,10,NO,YES,YES,NO,17
313,rte-rrtmgp,RobertPincus,https://github.com/RobertPincus/rte-rrtmgp,RTE+RRTMGP is a set of codes for computing radiative fluxes in planetary atmospheres.,124251,17,19,7,NO,YES,YES,NO,17
314,arpack,inducer,https://github.com/inducer/arpack,Distribution of ARPACK with various bug fixes,815,16,5,4,NO,YES,YES,NO,16
315,ForEx,victorsndvg,https://github.com/victorsndvg/ForEx,Fortran User Defined Exceptions Handler,34,16,4,0,NO,YES,NO,NO,16
316,fortran-linked-list,tomedunn,https://github.com/tomedunn/fortran-linked-list,Fortran module showing how to implement a linked-list in Fortran using unlimited polymorphic derived types.,116,16,1,1,NO,NO,NO,NO,16
317,delphi,ml4ai,https://github.com/ml4ai/delphi,Framework for assembling causal probabilistic models from text and software.,47456,16,13,13,YES,YES,YES,YES,16
318,pyspharm,jswhit,https://github.com/jswhit/pyspharm,Automatically exported from code.google.com/p/pyspharm,363,16,8,4,NO,YES,YES,NO,16
319,py-orthpol,PredictiveScienceLab,https://github.com/PredictiveScienceLab/py-orthpol,Construct orhogonal polynomials using Python,268,16,13,4,NO,YES,NO,NO,16
320,SBioA,aloctavodia,https://github.com/aloctavodia/SBioA,An introduction to Structural Bioinformatics Algorithms and scientific computing using Python/PyMOL,5751,16,8,1,NO,YES,YES,NO,16
321,cism,CISM,https://github.com/CISM/cism,Public repository for source code of higher-order Community Ice Sheet Model,14745,16,8,0,NO,NO,NO,NO,16
322,fortran_notes,zmiimz,https://github.com/zmiimz/fortran_notes,simple and hopefully useful snippets in modern fortran,5353,16,3,0,NO,NO,YES,NO,16
323,CDFTOOLS,meom-group,https://github.com/meom-group/CDFTOOLS,A fortran package for analysis and diagnostics on NEMO ocean model output.,4082,16,18,12,YES,YES,YES,NO,16
324,DSMACC,barronh,https://github.com/barronh/DSMACC,Dynamically Simple Model of Atmospheric Chemical Complexity,5269,16,5,2,NO,NO,YES,NO,16
325,fmmlib3d,zgimbutas,https://github.com/zgimbutas/fmmlib3d,Fast Multipole Method (FMM) library in R^3,11269,16,7,5,NO,NO,NO,NO,16
326,daspy,daspy,https://github.com/daspy/daspy,Python Multivariate Land Data Assimilation System with High Performance Computing for CLM 4.5,250861,16,10,0,NO,NO,YES,NO,16
327,NPY-for-Fortran,MRedies,https://github.com/MRedies/NPY-for-Fortran,A FORTRAN module to write Numpy's *.npy and *.npz files,18237,16,3,0,NO,YES,YES,NO,16
328,fortran_tester,pdebuyl,https://github.com/pdebuyl/fortran_tester,Fortran module to test Fortran programs,268,16,6,1,NO,YES,YES,NO,16
329,unfold,unfoldtoolbox,https://github.com/unfoldtoolbox/unfold,A matlab EEG toolbox to perform overlap correction and non-linear & linear regression.,26421,16,3,26,YES,YES,YES,NO,16
